experiment,date,subject,group,day,procedure,blockname,ppr,resolution,fr,direction,deprivation,stim_freq,zone_paired
abb,5/6/2022,abb05,NA,18,multi_s,2022_05_06_abb05,NA,NA,NA,NA,fr,NA,NA
abb,5/6/2022,abb06,NA,18,multi_s,2022_05_06_abb06,NA,NA,NA,NA,wr,NA,NA
abb,5/9/2022,abb01,NA,19,multi_nacl,2022_05_09_abb01,NA,NA,NA,NA,wr,NA,NA
abb,5/9/2022,abb03,NA,19,multi_nacl,2022_05_09_abb03,NA,NA,NA,NA,wr,NA,NA
abb,5/9/2022,abb04,NA,19,multi_nacl,2022_05_09_abb04,NA,NA,NA,NA,wr,NA,NA
abb,5/9/2022,abb05,NA,19,multi_nacl,2022_05_09_abb05,NA,NA,NA,NA,wr,NA,NA
abb,5/9/2022,abb06,NA,19,multi_nacl,2022_05_09_abb06,NA,NA,NA,NA,wr,NA,NA
abb,5/10/2022,abb01,NA,20,multi_nacl,2022_05_10_abb01,NA,NA,NA,NA,wr,NA,NA
abb,5/10/2022,abb03,NA,20,multi_nacl,2022_05_10_abb03,NA,NA,NA,NA,wr,NA,NA
abb,5/10/2022,abb04,NA,20,multi_nacl,2022_05_10_abb04,NA,NA,NA,NA,wr,NA,NA
abb,5/10/2022,abb05,NA,20,multi_nacl,2022_05_10_abb05,NA,NA,NA,NA,wr,NA,NA
abb,5/10/2022,abb06,NA,20,multi_nacl,2022_05_10_abb06,NA,NA,NA,NA,wr,NA,NA
abb,5/11/2022,abb01,NA,21,multi_nacl,2022_05_11_abb01,NA,NA,NA,NA,wr,NA,NA
abb,5/11/2022,abb03,NA,21,multi_nacl,2022_05_11_abb03,NA,NA,NA,NA,wr,NA,NA
abb,5/11/2022,abb04,NA,21,multi_nacl,2022_05_11_abb04,NA,NA,NA,NA,wr,NA,NA
abb,5/11/2022,abb05,NA,21,multi_nacl,2022_05_11_abb05,NA,NA,NA,NA,wr,NA,NA
abb,5/11/2022,abb06,NA,21,multi_nacl,2022_05_11_abb06,NA,NA,NA,NA,wr,NA,NA
abb,5/12/2022,abb01,NA,22,multi_nacl,2022_05_12_abb01,NA,NA,NA,NA,wr,NA,NA
abb,5/12/2022,abb03,NA,22,multi_nacl,2022_05_12_abb03,NA,NA,NA,NA,wr,NA,NA
abb,5/12/2022,abb04,NA,22,multi_nacl,2022_05_12_abb04,NA,NA,NA,NA,wr,NA,NA
abb,5/12/2022,abb05,NA,22,multi_nacl,2022_05_12_abb05,NA,NA,NA,NA,wr,NA,NA
abb,5/12/2022,abb06,NA,22,multi_nacl,2022_05_12_abb06,NA,NA,NA,NA,wr,NA,NA
abb,5/13/2022,abb01,NA,23,multi_nacl,2022_05_13_abb01,NA,NA,NA,NA,wr,NA,NA
abb,5/13/2022,abb03,NA,23,multi_nacl,2022_05_13_abb03,NA,NA,NA,NA,wr,NA,NA
abb,5/13/2022,abb04,NA,23,multi_nacl,2022_05_13_abb04,NA,NA,NA,NA,wr,NA,NA
abb,5/13/2022,abb05,NA,23,multi_nacl,2022_05_13_abb05,NA,NA,NA,NA,wr,NA,NA
abb,5/13/2022,abb06,NA,23,multi_nacl,2022_05_13_abb06,NA,NA,NA,NA,wr,NA,NA
aan,6/10/2021,aan01,control,6,rtpp,2021_06_10_aan01,1024,64,NA,NA,NA,40,z1
aan,6/10/2021,aan02,control,6,rtpp,2021_06_10_aan02,1024,64,NA,NA,NA,40,z1
aan,6/10/2021,aan03,vglut2_chr2,6,rtpp,2021_06_10_aan03,1024,64,NA,NA,NA,1,z1
aan,6/10/2021,aan04,vglut2_chr2,6,rtpp,2021_06_10_aan04,1024,64,NA,NA,NA,1,z1
aan,6/10/2021,aan05,control,6,rtpp,2021_06_10_aan05,1024,64,NA,NA,NA,40,z2
aan,6/10/2021,aan06,control,6,rtpp,2021_06_10_aan06,1024,64,NA,NA,NA,10,z2
aan,6/10/2021,aan07,vglut2_chr2,6,rtpp,2021_06_10_aan07,1024,64,NA,NA,NA,10,z2
aan,6/10/2021,aan08,vglut2_chr2,6,rtpp,2021_06_10_aan08,1024,64,NA,NA,NA,5,z1
aan,6/10/2021,aan09,control,6,rtpp,2021_06_10_aan09,1024,64,NA,NA,NA,1,z1
aan,6/10/2021,aan10,control,6,rtpp,2021_06_10_aan10,1024,64,NA,NA,NA,10,z1
aan,6/10/2021,aan11,vgat_chr2,6,rtpp,2021_06_10_aan11,1024,64,NA,NA,NA,1,z1
aan,6/10/2021,aan12,vgat_chr2,6,rtpp,2021_06_10_aan12,1024,64,NA,NA,NA,1,z2
aan,6/10/2021,aan13,control,6,rtpp,2021_06_10_aan13,1024,64,NA,NA,NA,40,z2
aan,6/10/2021,aan15,vgat_chr2,6,rtpp,2021_06_10_aan15,1024,64,NA,NA,NA,0,z2
aan,6/10/2021,aan16,vgat_chr2,6,rtpp,2021_06_10_aan16,1024,64,NA,NA,NA,5,z1
aan,6/11/2021,aan01,control,7,rtpp,2021_06_11_aan01,1024,64,NA,NA,NA,5,z1
aan,6/11/2021,aan02,control,7,rtpp,2021_06_11_aan02,1024,64,NA,NA,NA,1,z2
aan,6/11/2021,aan03,vglut2_chr2,7,rtpp,2021_06_11_aan03,1024,64,NA,NA,NA,20,z1
aan,6/11/2021,aan04,vglut2_chr2,7,rtpp,2021_06_11_aan04,1024,64,NA,NA,NA,5,z1
aan,6/11/2021,aan05,control,7,rtpp,2021_06_11_aan05,1024,64,NA,NA,NA,5,z1
aan,6/11/2021,aan06,control,7,rtpp,2021_06_11_aan06,1024,64,NA,NA,NA,0,z1
aan,6/11/2021,aan07,vglut2_chr2,7,rtpp,2021_06_11_aan07,1024,64,NA,NA,NA,20,z1
aan,6/11/2021,aan08,vglut2_chr2,7,rtpp,2021_06_11_aan08,1024,64,NA,NA,NA,0,z1
aan,6/11/2021,aan09,control,7,rtpp,2021_06_11_aan09,1024,64,NA,NA,NA,20,z1
aan,6/11/2021,aan10,control,7,rtpp,2021_06_11_aan10,1024,64,NA,NA,NA,0,z2
aan,6/11/2021,aan11,vgat_chr2,7,rtpp,2021_06_11_aan11,1024,64,NA,NA,NA,20,z1
aan,6/11/2021,aan12,vgat_chr2,7,rtpp,2021_06_11_aan12,1024,64,NA,NA,NA,10,z1
aan,6/11/2021,aan13,control,7,rtpp,2021_06_11_aan13,1024,64,NA,NA,NA,5,z1
aan,6/11/2021,aan15,vgat_chr2,7,rtpp,2021_06_11_aan15,1024,64,NA,NA,NA,10,z1
aan,6/11/2021,aan16,vgat_chr2,7,rtpp,2021_06_11_aan16,1024,64,NA,NA,NA,10,z1
aan,6/12/2021,aan01,control,8,rtpp,2021_06_12_aan01,1024,64,NA,NA,NA,0,z2
aan,6/12/2021,aan02,control,8,rtpp,2021_06_12_aan02,1024,64,NA,NA,NA,20,z1
aan,6/12/2021,aan03,vglut2_chr2,8,rtpp,2021_06_12_aan03,1024,64,NA,NA,NA,0,z2
aan,6/12/2021,aan04,vglut2_chr2,8,rtpp,2021_06_12_aan04,1024,64,NA,NA,NA,40,z2
aan,6/12/2021,aan05,control,8,rtpp,2021_06_12_aan05,1024,64,NA,NA,NA,20,z1
aan,6/12/2021,aan06,control,8,rtpp,2021_06_12_aan06,1024,64,NA,NA,NA,5,z1
aan,6/12/2021,aan07,vglut2_chr2,8,rtpp,2021_06_12_aan07,1024,64,NA,NA,NA,5,z2
aan,6/12/2021,aan08,vglut2_chr2,8,rtpp,2021_06_12_aan08,1024,64,NA,NA,NA,1,z2
aan,6/12/2021,aan09,control,8,rtpp,2021_06_12_aan09,1024,64,NA,NA,NA,0,z2
aan,6/12/2021,aan10,control,8,rtpp,2021_06_12_aan10,1024,64,NA,NA,NA,1,z1
aan,6/12/2021,aan11,vgat_chr2,8,rtpp,2021_06_12_aan11,1024,64,NA,NA,NA,10,z2
aan,6/12/2021,aan12,vgat_chr2,8,rtpp,2021_06_12_aan12,1024,64,NA,NA,NA,0,z1
